year,month,taxa,species,production_kg
2016,8,Teleósteos,Espada,15580
2016,8,Teleósteos,Galo,10020
2016,8,Teleósteos,Garoupa,15
2016,8,Teleósteos,Goete,26470
2016,8,Teleósteos,Gordinho,21769
2016,8,Teleósteos,Guaivira,15101
2016,8,Teleósteos,Linguado,101898
2016,8,Teleósteos,Linguado-areia,26432
2016,8,Teleósteos,Linguado-vermelho,1150
2016,8,Teleósteos,Mangangá,2300
2016,8,Teleósteos,Maria-luiza,710
2016,8,Teleósteos,Maria-mole,359092
2016,8,Teleósteos,Meca,105430
2016,8,Teleósteos,Merluza,44270
2016,8,Teleósteos,Miracéu,3480
2016,8,Teleósteos,Namorado,3600
2016,8,Teleósteos,Olho-de-boi,20
2016,8,Teleósteos,Palombeta,63260
2016,8,Teleósteos,Pampo,15450
2016,8,Teleósteos,Papa-moscas,1840
2016,8,Teleósteos,Pargo-rosa,420
2016,8,Teleósteos,Peixe-lua,31
2016,8,Teleósteos,Peixe-porco,1266
2016,8,Teleósteos,Peixe-sapo,53090
2016,8,Teleósteos,Peixe-tábua,220
2016,8,Teleósteos,Pescada,66133
2016,8,Teleósteos,Pescada-amarela,75930
2016,8,Teleósteos,Pescada-branca,80
2016,8,Teleósteos,Pescadinha-real,64997
2016,8,Teleósteos,Prego,3878
2016,8,Teleósteos,Sardinha-lage,2335301
2016,8,Teleósteos,Sardinha-mole,2400
2016,8,Teleósteos,Sardinha-verdadeira,4820437.92
2016,8,Teleósteos,Savelha,1000
2016,8,Teleósteos,Serrinha,2430
2016,8,Teleósteos,Tira-vira,22285
2016,8,Teleósteos,Trilha,1015
2016,8,Teleósteos,Xarelete,8882
2016,8,Teleósteos,Xixarro,14080
2016,8,,,0
2016,9,Crustáceos,Camarão-barba-ruça,624443
2016,9,Crustáceos,Camarão-branco,1218
2016,9,Crustáceos,Camarão-rosa,96434
2016,9,Crustáceos,Camarão-santana,209975
2016,9,Crustáceos,Camarão-sete-barbas,57200
2016,9,Crustáceos,Pitú,1770
2016,9,Crustáceos,Sapateira,382
2016,9,Elasmobrânquios,Cação-anequim,12876
2016,9,Elasmobrânquios,Cação-azul,154982
2016,9,Elasmobrânquios,Cação-martelo,12910
2016,9,Elasmobrânquios,Cações,3040
2016,9,Elasmobrânquios,Emplastro,15420
2016,9,Elasmobrânquios,Machote,39
2016,9,Elasmobrânquios,Raia,770
2016,9,Moluscos,Lula,1049
2016,9,Moluscos,Polvo,1932
2016,9,Não Cadastrado,Mistura,127670
2016,9,Não Cadastrado,Residuo,49621
2016,9,Teleósteos,Abrótea,76267
2016,9,Teleósteos,Abrótea-de-fundo,80
2016,9,Teleósteos,Albacora-bandolim,5242
2016,9,Teleósteos,Albacora-branca,18243
2016,9,Teleósteos,Albacora-lage,7512
2016,9,Teleósteos,Atum,18000
2016,9,Teleósteos,Bagre,25884
2016,9,Teleósteos,Batata,2300
2016,9,Teleósteos,Betara,10859
2016,9,Teleósteos,Bonito-listrado,2000
2016,9,Teleósteos,Cabra,221427
2016,9,Teleósteos,Cangoá,500
2016,9,Teleósteos,Castanha,737532
2016,9,Teleósteos,Cavala,232
2016,9,Teleósteos,Cavalinha,151834
2016,9,Teleósteos,Cherne-galha-amarela,300
2016,9,Teleósteos,Cherne-verdadeiro,500
2016,9,Teleósteos,Congro,31
2016,9,Teleósteos,Congro-rosa,480
2016,9,Teleósteos,Corcoroca,1250
2016,9,Teleósteos,Corvina,1617872
2016,9,Teleósteos,Dourado,488
2016,9,Teleósteos,Enchova,340
2016,9,Teleósteos,Enguia,215
2016,9,Teleósteos,Espada,15556
2016,9,Teleósteos,Goete,16094
2016,9,Teleósteos,Gordinho,16740
2016,9,Teleósteos,Guaivira,8148
2016,9,Teleósteos,Linguado,83662
2016,9,Teleósteos,Linguado-areia,8537
2016,9,Teleósteos,Mangangá,560
2016,9,Teleósteos,Maria-luiza,190
2016,9,Teleósteos,Maria-mole,175788
2016,9,Teleósteos,Meca,90052
2016,9,Teleósteos,Merluza,570
2016,9,Teleósteos,Namorado,2600
2016,9,Teleósteos,Oveva,50
2016,9,Teleósteos,Palombeta,40
2016,9,Teleósteos,Pampo,200
2016,9,Teleósteos,Peixe-lua,94
2016,9,Teleósteos,Peixe-porco,280
2016,9,Teleósteos,Peixe-sapo,3495
2016,9,Teleósteos,Peixe-tábua,160
2016,9,Teleósteos,Pescada,23180
2016,9,Teleósteos,Pescada-amarela,53930
2016,9,Teleósteos,Pescada-branca,100
2016,9,Teleósteos,Pescada-cambucu,20
2016,9,Teleósteos,Pescadinha-real,54160
2016,9,Teleósteos,Prego,5618
2016,9,Teleósteos,Sardinha-cascuda,1000
2016,9,Teleósteos,Sardinha-lage,111563
2016,9,Teleósteos,Sardinha-mole,100
2016,9,Teleósteos,Sardinha-verdadeira,2641967.9
2016,9,Teleósteos,Serrinha,16473
2016,9,Teleósteos,Tira-vira,20768
2016,9,Teleósteos,Trilha,3115
2016,9,Teleósteos,Xixarro,21240
2016,9,,,0
2016,10,Crustáceos,Camarão-barba-ruça,594339
2016,10,Crustáceos,Camarão-branco,300
2016,10,Crustáceos,Camarão-rosa,59940
2016,10,Crustáceos,Camarão-santana,388150
2016,10,Crustáceos,Camarão-santana + barba-ruca,18000
2016,10,Crustáceos,Camarão-sete-barbas,4100
2016,10,Crustáceos,Pitú,488
2016,10,Crustáceos,Sapateira,788
2016,10,Elasmobrânquios,Cação-anequim,25526
2016,10,Elasmobrânquios,Cação-azul,79705
2016,10,Elasmobrânquios,Cação-gato,520
2016,10,Elasmobrânquios,Cação-martelo,25868
2016,10,Elasmobrânquios,Cações,1458
2016,10,Elasmobrânquios,Caçonete,200
2016,10,Elasmobrânquios,Emplastro,37216
2016,10,Elasmobrânquios,Machote,2400
2016,10,Elasmobrânquios,Raia,3600
2016,10,Moluscos,Lula,570
2016,10,Moluscos,Polvo,5438
2016,10,Não Cadastrado,Mistura,177483
2016,10,Não Cadastrado,Não discriminado,1552
2016,10,Não Cadastrado,Residuo,5164
2016,10,Teleósteos,Abrótea,84080
2016,10,Teleósteos,Abrótea-de-fundo,400
2016,10,Teleósteos,Agulhão,71
2016,10,Teleósteos,Albacora-bandolim,2919
2016,10,Teleósteos,Albacora-branca,36906
2016,10,Teleósteos,Albacora-lage,64392.5
2016,10,Teleósteos,Albacorinha,2065.5
2016,10,Teleósteos,Atum,27165.5
2016,10,Teleósteos,Bagre,4450
2016,10,Teleósteos,Batata,7835
2016,10,Teleósteos,Betara,14158
2016,10,Teleósteos,Bonito-cachorro,10000
2016,10,Teleósteos,Bonito-listrado,37500.5
2016,10,Teleósteos,Cabra,257565
2016,10,Teleósteos,Carapau,19420
2016,10,Teleósteos,Castanha,851813
2016,10,Teleósteos,Cavala,46
2016,10,Teleósteos,Cavalinha,99736
2016,10,Teleósteos,Cherne-galha-amarela,1250
2016,10,Teleósteos,Cherne-verdadeiro,390
2016,10,Teleósteos,Congro,102
2016,10,Teleósteos,Congro-rosa,1945
2016,10,Teleósteos,Corcoroca,800
2016,10,Teleósteos,Corvina,1225341
2016,10,Teleósteos,Dourado,1580
2016,10,Teleósteos,Enchova,864
2016,10,Teleósteos,Enguia,420
2016,10,Teleósteos,Espada,18380
2016,10,Teleósteos,Ferrinho,28000
2016,10,Teleósteos,Goete,42863
2016,10,Teleósteos,Gordinho,28980
2016,10,Teleósteos,Guaivira,3290
2016,10,Teleósteos,Linguado,128893
2016,10,Teleósteos,Linguado-areia,9106
2016,10,Teleósteos,Linguado-vermelho,260
2016,10,Teleósteos,Mangangá,2320
2016,10,Teleósteos,Maria-luiza,440
2016,10,Teleósteos,Maria-mole,358119
2016,10,Teleósteos,Marimbá,100
2016,10,Teleósteos,Meca,84962
2016,10,Teleósteos,Merluza,8798
2016,10,Teleósteos,Miracéu,180
2016,10,Teleósteos,Namorado,3210
2016,10,Teleósteos,Olhete,700
2016,10,Teleósteos,Palombeta,148392.4
2016,10,Teleósteos,Pampo,600
2016,10,Teleósteos,Pargo-rosa,5520
2016,10,Teleósteos,Peixe-lua,731
2016,10,Teleósteos,Peixe-sapo,21767
2016,10,Teleósteos,Pescada,17320
2016,10,Teleósteos,Pescada-amarela,49205
2016,10,Teleósteos,Pescada-branca,100
2016,10,Teleósteos,Pescadinha-real,24120
2016,10,Teleósteos,Prego,4215
2016,10,Teleósteos,Sardinha-cascuda,400
2016,10,Teleósteos,Sardinha-lage,50574
2016,10,Teleósteos,Sardinha-mole,1000
2016,10,Teleósteos,Sardinha-verdadeira,874276
2016,10,Teleósteos,Serrinha,10277
2016,10,Teleósteos,Sororoca,4000
2016,10,Teleósteos,Tira-vira,59476
2016,10,Teleósteos,Trilha,879
2016,10,Teleósteos,Xarelete,7000
2016,10,Teleósteos,Xixarro,112970
2016,10,,,0
2016,11,Crustáceos,Camarão-barba-ruça,367599
2016,11,Crustáceos,Camarão-branco,800
2016,11,Crustáceos,Camarão-rosa,53400
2016,11,Crustáceos,Camarão-santana,203037
2016,11,Crustáceos,Camarão-santana + barba-ruca,38588
2016,11,Crustáceos,Pitú,20
2016,11,Crustáceos,Sapateira,340
2016,11,Elasmobrânquios,Cação-anequim,19308
2016,11,Elasmobrânquios,Cação-azul,42614
2016,11,Elasmobrânquios,Cação-cabeca-chata,120
2016,11,Elasmobrânquios,Cação-lombo-preto,31
2016,11,Elasmobrânquios,Cação-martelo,2310
2016,11,Elasmobrânquios,Cações,4786
2016,11,Elasmobrânquios,Caçonete,400
2016,11,Elasmobrânquios,Emplastro,26269
2016,11,Elasmobrânquios,Machote,3210
2016,11,Elasmobrânquios,Raia,3140
2016,11,Moluscos,Lula,2000
2016,11,Moluscos,Polvo,2720
2016,11,Não Cadastrado,Mistura,186825
2016,11,Não Cadastrado,Residuo,1920
2016,11,Teleósteos,Abrótea,129189
2016,11,Teleósteos,Abrótea-de-fundo,11180
2016,11,Teleósteos,Agulhão-branco,1000
2016,11,Teleósteos,Aipim,13
2016,11,Teleósteos,Albacora-bandolim,767
2016,11,Teleósteos,Albacora-branca,13300
2016,11,Teleósteos,Albacora-lage,68231.5
2016,11,Teleósteos,Atum,14400
2016,11,Teleósteos,Bagre,983
2016,11,Teleósteos,Batata,17280
2016,11,Teleósteos,Betara,19026
2016,11,Teleósteos,Bonito,10000
2016,11,Teleósteos,Bonito-cachorro,8000
2016,11,Teleósteos,Bonito-listrado,58346.5
2016,11,Teleósteos,Cabra,198922
2016,11,Teleósteos,Carapau,3000
2016,11,Teleósteos,Carapeba,459
2016,11,Teleósteos,Castanha,327579
2016,11,Teleósteos,Cavalinha,36345
2016,11,Teleósteos,Cherne-galha-amarela,380
2016,11,Teleósteos,Cherne-verdadeiro,1780
2016,11,Teleósteos,Congro-rosa,4360
2016,11,Teleósteos,Corcoroca,3687
2016,11,Teleósteos,Corvina,934678
2016,11,Teleósteos,Dourado,35064
2016,11,Teleósteos,Enchova,16571
2016,11,Teleósteos,Enguia,335
2016,11,Teleósteos,Espada,11548
2016,11,Teleósteos,Galo,850
2016,11,Teleósteos,Garoupa,180
2016,11,Teleósteos,Goete,59619
2016,11,Teleósteos,Gordinho,5669
2016,11,Teleósteos,Guaivira,1100
2016,11,Teleósteos,Linguado,55103
2016,11,Teleósteos,Linguado-areia,10391
2016,11,Teleósteos,Linguado-vermelho,536
2016,11,Teleósteos,Mangangá,3130
2016,11,Teleósteos,Maria-luiza,40
2016,11,Teleósteos,Maria-mole,275472
2016,11,Teleósteos,Marimbá,152
2016,11,Teleósteos,Meca,69632
2016,11,Teleósteos,Merluza,19511
2016,11,Teleósteos,Miracéu,1032
2016,11,Teleósteos,Namorado,4530
2016,11,Teleósteos,Olhete,900
2016,11,Teleósteos,Olho-de-boi,200
2016,11,Teleósteos,Olho-de-cão,220
2016,11,Teleósteos,Palombeta,25290
2016,11,Teleósteos,Pampo,300
2016,11,Teleósteos,Papa-moscas,40
2016,11,Teleósteos,Pargo-rosa,3181
2016,11,Teleósteos,Paru,808
2016,11,Teleósteos,Peixe-lua,762
2016,11,Teleósteos,Peixe-porco,6727
2016,11,Teleósteos,Peixe-sapo,32945
2016,11,Teleósteos,Pescada-amarela,30970
2016,11,Teleósteos,Pescada-branca,2340
2016,11,Teleósteos,Pescada-cambucu,40
2016,11,Teleósteos,Pescadinha-real,18540
2016,11,Teleósteos,Prego,5624
2016,11,Teleósteos,Robalo,577
2016,11,Teleósteos,Roncador,1480
2016,11,Teleósteos,Sardinha-cascuda,1000
2016,11,Teleósteos,Sardinha-verdadeira,52568
2016,11,Teleósteos,Sororoca,21
2016,11,Teleósteos,Tira-vira,12756
2016,11,Teleósteos,Trilha,1159
2016,11,Teleósteos,Xarelete,480
2016,11,Teleósteos,Xixarro,18400
2016,11,,,0
2016,12,Crustáceos,Camarão-barba-ruça,351296
2016,12,Crustáceos,Camarão-rosa,43924
2016,12,Crustáceos,Camarão-santana,58720
2016,12,Crustáceos,Camarão-santana + barba-ruca,22000
2016,12,Crustáceos,Pitú,90
2016,12,Crustáceos,Sapateira,1880
2016,12,Elasmobrânquios,Cação-anequim,15206
2016,12,Elasmobrânquios,Cação-azul,59765
2016,12,Elasmobrânquios,Cação-bagre,680
2016,12,Elasmobrânquios,Cação-cabeca-chata,30
2016,12,Elasmobrânquios,Cação-martelo,300
2016,12,Elasmobrânquios,Cações,380
2016,12,Elasmobrânquios,Emplastro,42897
2016,12,Elasmobrânquios,Raia,5200
2016,12,Moluscos,Lula,360
2016,12,Moluscos,Polvo,3300
2016,12,Não Cadastrado,Mistura,89348
2016,12,Não Cadastrado,Residuo,1440
2016,12,Teleósteos,Abrótea,71887
2016,12,Teleósteos,Abrótea-de-fundo,81360
2016,12,Teleósteos,Agulhão,1368
2016,12,Teleósteos,Agulhão-branco,175
2016,12,Teleósteos,Albacora-branca,215
2016,12,Teleósteos,Albacora-lage,21378.5
2016,12,Teleósteos,Albacorinha,3000
2016,12,Teleósteos,Atum,22054
2016,12,Teleósteos,Bagre,4130
2016,12,Teleósteos,Batata,17190
2016,12,Teleósteos,Betara,19225
2016,12,Teleósteos,Bonito-cachorro,5076
2016,12,Teleósteos,Bonito-listrado,164760
2016,12,Teleósteos,Cabra,334821
2016,12,Teleósteos,Carapicu,80
2016,12,Teleósteos,Castanha,249128
2016,12,Teleósteos,Cherne-galha-amarela,200
2016,12,Teleósteos,Cherne-verdadeiro,2200
2016,12,Teleósteos,Congro,3200
2016,12,Teleósteos,Congro-rosa,5660
2016,12,Teleósteos,Corcoroca,3510
2016,12,Teleósteos,Corvina,1061930
2016,12,Teleósteos,Dourado,71787
2016,12,Teleósteos,Enchova,18525
2016,12,Teleósteos,Enguia,320
2016,12,Teleósteos,Espada,7084
2016,12,Teleósteos,Galo,2100
2016,12,Teleósteos,Garoupa,1100
2016,12,Teleósteos,Goete,16795
2016,12,Teleósteos,Gordinho,6340
2016,12,Teleósteos,Guaivira,100
2016,12,Teleósteos,Linguado,95996
2016,12,Teleósteos,Linguado-areia,13091
2016,12,Teleósteos,Linguado-vermelho,6236
2016,12,Teleósteos,Mangangá,8780
2016,12,Teleósteos,Maria-mole,648016
2016,12,Teleósteos,Meca,18581
2016,12,Teleósteos,Merluza,7418
2016,12,Teleósteos,Miracéu,3060
2016,12,Teleósteos,Namorado,1070
2016,12,Teleósteos,Olho-de-cão,20
2016,12,Teleósteos,Palombeta,37020
2016,12,Teleósteos,Papa-moscas,100
2016,12,Teleósteos,Pargo-rosa,1900
2016,12,Teleósteos,Peixe-lua,743
2016,12,Teleósteos,Peixe-porco,23300
2016,12,Teleósteos,Peixe-sapo,32171
2016,12,Teleósteos,Pescada,100
2016,12,Teleósteos,Pescada-amarela,33450
2016,12,Teleósteos,Pescada-branca,3530
2016,12,Teleósteos,Pescadinha-real,13560
2016,12,Teleósteos,Prego,1396
2016,12,Teleósteos,Robalo,500
2016,12,Teleósteos,Tira-vira,22259
2016,12,Teleósteos,Trilha,1449
2016,12,,,0
2017,1,Crustáceos,Camarão-barba-ruça,257937
2017,1,Crustáceos,Camarão-cristalino,30
2017,1,Crustáceos,Camarão-rosa,30765
2017,1,Crustáceos,Camarão-santana,8540
2017,1,Crustáceos,Camarão-sete-barbas,5000
2017,1,Crustáceos,Pitú,60
2017,1,Crustáceos,Sapateira,4198
2017,1,Elasmobrânquios,Cação-anequim,9860
2017,1,Elasmobrânquios,Cação-azul,83056
2017,1,Elasmobrânquios,Cação-gato,400
2017,1,Elasmobrânquios,Cações,2300
2017,1,Elasmobrânquios,Emplastro,23472
2017,1,Elasmobrânquios,Raia,700
2017,1,Moluscos,Lula,560
2017,1,Moluscos,Polvo,825
2017,1,Não Cadastrado,Mistura,58300
2017,1,Não Cadastrado,Residuo,4140
2017,1,Teleósteos,Abrótea,34343
2017,1,Teleósteos,Abrótea-de-fundo,111548
2017,1,Teleósteos,Agulhão,1159
2017,1,Teleósteos,Agulhão-azul,600
2017,1,Teleósteos,Albacora-bandolim,135
2017,1,Teleósteos,Albacora-branca,141
2017,1,Teleósteos,Albacora-lage,31260.5
2017,1,Teleósteos,Atum,22177
2017,1,Teleósteos,Batata,19780
2017,1,Teleósteos,Betara,2700
2017,1,Teleósteos,Bonito-cachorro,829.5
2017,1,Teleósteos,Bonito-listrado,1458378.5
2017,1,Teleósteos,Cabra,201383
2017,1,Teleósteos,Castanha,106683
2017,1,Teleósteos,Cavala,24
2017,1,Teleósteos,Cherne-verdadeiro,5200
2017,1,Teleósteos,Congro-rosa,5850
2017,1,Teleósteos,Corcoroca,15
2017,1,Teleósteos,Corvina,244563
2017,1,Teleósteos,Dourado,66479
2017,1,Teleósteos,Enguia,120
2017,1,Teleósteos,Espada,241508
2017,1,Teleósteos,Garoupa,6900
2017,1,Teleósteos,Goete,39547
2017,1,Teleósteos,Gordinho,5260
2017,1,Teleósteos,Guaivira,300
2017,1,Teleósteos,Linguado,4400
2017,1,Teleósteos,Linguado-areia,18330
2017,1,Teleósteos,Linguado-vermelho,20
2017,1,Teleósteos,Maria-mole,22768
2017,1,Teleósteos,Meca,13145
2017,1,Teleósteos,Merluza,22128
2017,1,Teleósteos,Miracéu,720
2017,1,Teleósteos,Namorado,1600
2017,1,Teleósteos,Palombeta,62220
2017,1,Teleósteos,Pampo,540
2017,1,Teleósteos,Papa-moscas,1020
2017,1,Teleósteos,Pargo-rosa,2780
2017,1,Teleósteos,Peixe-lua,792
2017,1,Teleósteos,Peixe-porco,2900
2017,1,Teleósteos,Peixe-sapo,13855.5
2017,1,Teleósteos,Pescada-amarela,7470
2017,1,Teleósteos,Pescadinha-real,8020
2017,1,Teleósteos,Prego,10991
2017,1,Teleósteos,Sardinha-lage,50000
2017,1,Teleósteos,Tira-vira,3333.8
2017,1,Teleósteos,Trilha,1757
2017,1,Teleósteos,Xarelete,22000
2017,1,,,0
2017,2,Crustáceos,Camarão-barba-ruça,89746
2017,2,Crustáceos,Camarão-branco,300
2017,2,Crustáceos,Camarão-rosa,59511
2017,2,Crustáceos,Camarão-santana,1610
2017,2,Crustáceos,Camarão-sete-barbas,8900
2017,2,Crustáceos,Pitú,235
2017,2,Crustáceos,Sapateira,4200
2017,2,Elasmobrânquios,Cação-anequim,10581
2017,2,Elasmobrânquios,Cação-anjo,500
2017,2,Elasmobrânquios,Cação-azul,91172
2017,2,Elasmobrânquios,Cação-bagre,1308
2017,2,Elasmobrânquios,Cação-lombo-preto,1410
2017,2,Elasmobrânquios,Cação-martelo,50
2017,2,Elasmobrânquios,Cações,10
2017,2,Elasmobrânquios,Emplastro,34562
2017,2,Elasmobrânquios,Raia,580
2017,2,Moluscos,Lula,1595
2017,2,Moluscos,Polvo,4672
2017,2,Não Cadastrado,Mistura,380477
2017,2,Não Cadastrado,Residuo,10420
2017,2,Teleósteos,Abrótea,76594
2017,2,Teleósteos,Abrótea-de-fundo,81610
2017,2,Teleósteos,Agulhão,60
2017,2,Teleósteos,Albacora-bandolim,16750
2017,2,Teleósteos,Albacora-branca,87
2017,2,Teleósteos,Albacora-lage,13750.5
2017,2,Teleósteos,Atum,51791.5
2017,2,Teleósteos,Batata,4192
2017,2,Teleósteos,Betara,5997
2017,2,Teleósteos,Bonito-cachorro,1229
2017,2,Teleósteos,Bonito-listrado,571047.5
2017,2,Teleósteos,Cabra,286658
2017,2,Teleósteos,Carapau,12479
2017,2,Teleósteos,Castanha,273065
2017,2,Teleósteos,Cavala,382
2017,2,Teleósteos,Cavalinha,217298
2017,2,Teleósteos,Cherne-galha-amarela,500
2017,2,Teleósteos,Cherne-verdadeiro,2200
2017,2,Teleósteos,Congro,1400
2017,2,Teleósteos,Congro-rosa,20700
2017,2,Teleósteos,Corcoroca,740
2017,2,Teleósteos,Corvina,1234411
2017,2,Teleósteos,Dourado,4014
2017,2,Teleósteos,Enchova,670
2017,2,Teleósteos,Enguia,257
2017,2,Teleósteos,Espada,4316
2017,2,Teleósteos,Galo,360
2017,2,Teleósteos,Garoupa,1300
2017,2,Teleósteos,Goete,81489
2017,2,Teleósteos,Gordinho,19480
2017,2,Teleósteos,Guaivira,890
2017,2,Teleósteos,Linguado,37342
2017,2,Teleósteos,Linguado-areia,31177
2017,2,Teleósteos,Linguado-vermelho,650
2017,2,Teleósteos,Mangangá,1890
2017,2,Teleósteos,Maria-mole,273259
2017,2,Teleósteos,Meca,35890
2017,2,Teleósteos,Merluza,5189
2017,2,Teleósteos,Miracéu,740
2017,2,Teleósteos,Namorado,130
2017,2,Teleósteos,Olho-de-boi,320
2017,2,Teleósteos,Olho-de-cão,16040
2017,2,Teleósteos,Palombeta,74510
2017,2,Teleósteos,Pampo,690
2017,2,Teleósteos,Papa-moscas,400
2017,2,Teleósteos,Pargo-rosa,3400
2017,2,Teleósteos,Peixe-lua,1945
2017,2,Teleósteos,Peixe-porco,22460
2017,2,Teleósteos,Peixe-sapo,18841
2017,2,Teleósteos,Pescada-amarela,70720
2017,2,Teleósteos,Pescada-cambucu,40
2017,2,Teleósteos,Pescadinha-real,930
2017,2,Teleósteos,Prego,25398
2017,2,Teleósteos,Sardinha-lage,64027
2017,2,Teleósteos,Sardinha-verdadeira,1761415
2017,2,Teleósteos,Sarrão,200
2017,2,Teleósteos,Serrinha,40
2017,2,Teleósteos,Tira-vira,6559
2017,2,Teleósteos,Trilha,4983
2017,2,Teleósteos,Xarelete,855
2017,2,,,0
2017,3,Crustáceos,Camarão-barba-ruça,33000
2017,3,Crustáceos,Camarão-branco,300
2017,3,Crustáceos,Camarão-cristalino,38135
2017,3,Crustáceos,Camarão-rosa,22053
2017,3,Crustáceos,Camarão-santana,800
2017,3,Crustáceos,Camarão-sete-barbas,11200
2017,3,Crustáceos,Pitú,170
2017,3,Crustáceos,Sapateira,3336
2017,3,Elasmobrânquios,Cação-anequim,3613
2017,3,Elasmobrânquios,Cação-anjo,20
2017,3,Elasmobrânquios,Cação-azul,33826
2017,3,Elasmobrânquios,Cação-bagre,848
2017,3,Elasmobrânquios,Cações,387
2017,3,Elasmobrânquios,Emplastro,26804
2017,3,Elasmobrânquios,Machote,15
2017,3,Moluscos,Lula,802
2017,3,Moluscos,Polvo,5985
2017,3,Não Cadastrado,Mistura,294079
2017,3,Não Cadastrado,Residuo,3460
2017,3,Teleósteos,Abrótea,78388
2017,3,Teleósteos,Abrótea-de-fundo,245425
2017,3,Teleósteos,Agulhão-branco,120
2017,3,Teleósteos,Albacora-bandolim,10557
2017,3,Teleósteos,Albacora-branca,363
2017,3,Teleósteos,Albacora-lage,49532
2017,3,Teleósteos,Atum,36582.5
2017,3,Teleósteos,Batata,2500
2017,3,Teleósteos,Betara,10459
2017,3,Teleósteos,Bonito,380
2017,3,Teleósteos,Bonito-cachorro,8976
2017,3,Teleósteos,Bonito-listrado,924207
2017,3,Teleósteos,Bonito-pintado,83
2017,3,Teleósteos,Cabra,324491
2017,3,Teleósteos,Carapau,15180
2017,3,Teleósteos,Carapeba,20
2017,3,Teleósteos,Castanha,124231
2017,3,Teleósteos,Cavala,618
2017,3,Teleósteos,Cavalinha,28773
2017,3,Teleósteos,Cherne-poveiro,80
2017,3,Teleósteos,Cherne-verdadeiro,300
2017,3,Teleósteos,Congro-rosa,18130
2017,3,Teleósteos,Corcoroca,2900
2017,3,Teleósteos,Corvina,1100881
2017,3,Teleósteos,Dourado,334
2017,3,Teleósteos,Enchova,240
2017,3,Teleósteos,Enguia,20
2017,3,Teleósteos,Espada,9634
2017,3,Teleósteos,Galo,420
2017,3,Teleósteos,Goete,41051
2017,3,Teleósteos,Gordinho,7088
2017,3,Teleósteos,Guaivira,380
2017,3,Teleósteos,Linguado,22511
2017,3,Teleósteos,Linguado-areia,30646
2017,3,Teleósteos,Linguado-vermelho,68
2017,3,Teleósteos,Mangangá,840
2017,3,Teleósteos,Maria-mole,216574
2017,3,Teleósteos,Meca,38674
2017,3,Teleósteos,Merluza,24462
2017,3,Teleósteos,Miracéu,1440
2017,3,Teleósteos,Namorado,200
2017,3,Teleósteos,Olhete,60
2017,3,Teleósteos,Olho-de-cão,4400
2017,3,Teleósteos,Palombeta,515128
2017,3,Teleósteos,Pampo,5370
2017,3,Teleósteos,Pargo-rosa,4520
2017,3,Teleósteos,Peixe-porco,26740
2017,3,Teleósteos,Peixe-sapo,34131
2017,3,Teleósteos,Pescada,52640
2017,3,Teleósteos,Pescada-amarela,27300
2017,3,Teleósteos,Pescada-branca,300
2017,3,Teleósteos,Pescadinha-real,61200
2017,3,Teleósteos,Prego,8081
2017,3,Teleósteos,Sardinha-lage,297559
2017,3,Teleósteos,Sardinha-verdadeira,1364517
2017,3,Teleósteos,Sarrão,400
2017,3,Teleósteos,Serrinha,100
2017,3,Teleósteos,Tira-vira,6489
2017,3,Teleósteos,Trilha,1249
2017,3,Teleósteos,Xarelete,5422
2017,4,Crustáceos,Camarão-cristalino,73033
2017,4,Crustáceos,Pitú,2800
2017,4,Crustáceos,Sapateira,130
2017,4,Elasmobrânquios,Cação-anequim,5193
2017,4,Elasmobrânquios,Cação-azul,116963
2017,4,Elasmobrânquios,Cação-bagre,832
2017,4,Elasmobrânquios,Cação-gato,1000
2017,4,Elasmobrânquios,Cação-martelo,146
2017,4,Elasmobrânquios,Emplastro,38827
2017,4,Elasmobrânquios,Machote,74
2017,4,Moluscos,Lula,1820
2017,4,Moluscos,Polvo,730
2017,4,Não Cadastrado,Mistura,437574
2017,4,Não Cadastrado,Residuo,1100
2017,4,Teleósteos,Abrótea,44679
2017,4,Teleósteos,Abrótea-de-fundo,122996
2017,4,Teleósteos,Agulhão,60
2017,4,Teleósteos,Agulhão-branco,157
2017,4,Teleósteos,Albacora-bandolim,1554
2017,4,Teleósteos,Albacora-branca,503
2017,4,Teleósteos,Albacora-lage,6707.5
2017,4,Teleósteos,Atum,31755.5
2017,4,Teleósteos,Betara,6090
2017,4,Teleósteos,Bonito-cachorro,1873
2017,4,Teleósteos,Bonito-listrado,393887.5
2017,4,Teleósteos,Bonito-pintado,219
2017,4,Teleósteos,Cabra,124650
2017,4,Teleósteos,Carapau,39600
2017,4,Teleósteos,Castanha,129696
2017,4,Teleósteos,Cavala,313
2017,4,Teleósteos,Cavalinha,440
2017,4,Teleósteos,Congro-rosa,9450
2017,4,Teleósteos,Corcoroca,540
2017,4,Teleósteos,Corvina,752537
2017,4,Teleósteos,Dourado,27462
2017,4,Teleósteos,Espada,2119
2017,4,Teleósteos,Goete,10828
2017,4,Teleósteos,Gordinho,2782
2017,4,Teleósteos,Guaivira,1072
2017,4,Teleósteos,Linguado,17530
2017,4,Teleósteos,Linguado-areia,27851
2017,4,Teleósteos,Mangangá,1400
2017,4,Teleósteos,Maria-mole,185727
2017,4,Teleósteos,Meca,73537
2017,4,Teleósteos,Merluza,35547
2017,4,Teleósteos,Namorado,300
2017,4,Teleósteos,Olho-de-cão,1100
